CodDisciplina;NomeDisciplina;CodTurma;Turno;Campus;DiaAula;InicioAula;FimAula;SalaAula;FrequenciaAula;TipoAula;NomeProfessor;Por
BC0005;Bases Computacionais da Ciencia;A;Diurno;Sao Bernardo do Campo;Segunda-feira;14:00;16:00;A1-L001-SB;semanal;Pratica;Wagner Tanaka Botelho;Bacharelado em Ciencia e Tecnologia
BC0005;Bases Computacionais da Ciencia;A;Noturno;Sao Bernardo do Campo;Segunda-feira;17:00;19:00;A1-L001-SB;semanal;Pratica;Wagner Tanaka Botelho;Bacharelado em Ciencia e Tecnologia
BC0005;Bases Computacionais da Ciencia;B;Noturno;Sao Bernardo do Campo;Quarta-feira;17:00;19:00;A1-L001-SB;semanal;Pratica;Wagner Tanaka Botelho;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;A1;Diurno;Sao Bernardo do Campo;Sexta-feira;09:00;12:00;B-A001-SB;semanal;Teorica;Luciana Zaterka;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;A1;Noturno;Sao Bernardo do Campo;Sexta-feira;19:00;22:00;A1-S203-SB;semanal;Teorica;Monique Hulshof;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;A2;Diurno;Sao Bernardo do Campo;Sexta-feira;09:00;12:00;B-A002-SB;semanal;Teorica;Anderson de Araujo;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;A2;Noturno;Sao Bernardo do Campo;Sexta-feira;19:00;22:00;A1-S204-SB;semanal;Teorica;Anderson de Araujo;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;B;Diurno;Sao Bernardo do Campo;Terca-feira;08:00;10:00;A2-S101-SB;semanal;Teorica;Fernando Costa Mattos;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;B;Diurno;Sao Bernardo do Campo;Quinta-feira;08:00;10:00;A2-S101-SB;quinzenal I;Teorica;Fernando Costa Mattos;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;B;Noturno;Sao Bernardo do Campo;Terca-feira;19:00;21:00;A2-S101-SB;semanal;Teorica;Luciana Zaterka;Bacharelado em Ciencia e Tecnologia
BC0004;Bases Epistemologicas da Ciencia Moderna;B;Noturno;Sao Bernardo do Campo;Quinta-feira;19:00;21:00;A2-S101-SB;quinzenal I;Teorica;Luciana Zaterka;Bacharelado em Ciencia e Tecnologia
BC0003;Bases Matematicas;A;Noturno;Sao Bernardo do Campo;Segunda-feira;19:00;21:00;A1-S201-SB;semanal;Teorica;Fabiano Gustavo Braga Brito;Bacharelado em Ciencia e Tecnologia
BC0003;Bases Matematicas;A;Noturno;Sao Bernardo do Campo;Quarta-feira;21:00;23:00;A1-S201-SB;semanal;Teorica;Fabiano Gustavo Braga Brito;Bacharelado em Ciencia e Tecnologia
BC1419;Calculo Numerico;A;Diurno;Sao Bernardo do Campo;Segunda-feira;14:00;16:00;A2-S201-SB;semanal;Teorica;Andre Ricardo Oliveira da Fonseca;Bacharelado em Ciencia da Computacao
BC1419;Calculo Numerico;A;Diurno;Sao Bernardo do Campo;Quarta-feira;14:00;16:00;A2-S201-SB;semanal;Teorica;Andre Ricardo Oliveira da Fonseca;Bacharelado em Ciencia da Computacao
BC1419;Calculo Numerico;A;Noturno;Sao Bernardo do Campo;Segunda-feira;19:00;21:00;A2-S201-SB;semanal;Teorica;Valerio Ramos Batista;Bacharelado em Ciencia da Computacao
BC1419;Calculo Numerico;A;Noturno;Sao Bernardo do Campo;Quarta-feira;21:00;23:00;A2-S201-SB;semanal;Teorica;Valerio Ramos Batista;Bacharelado em Ciencia da Computacao
BC0603;Ciencia Tecnologia e Sociedade;A;Noturno;Sao Bernardo do Campo;Terca-feira;19:00;21:00;A1-S202-SB;semanal;Teorica;Adalberto Mantovani Martiniano de Azevedo;Bacharelado em Ciencia e Tecnologia
BC0603;Ciencia Tecnologia e Sociedade;A;Noturno;Sao Bernardo do Campo;Quinta-feira;19:00;21:00;A2-S102-SB;quinzenal I;Teorica;Adalberto Mantovani Martiniano de Azevedo;Bacharelado em Ciencia e Tecnologia
BC0603;Ciencia Tecnologia e Sociedade;B;Diurno;Sao Bernardo do Campo;Terca-feira;10:00;12:00;A1-S201-SB;semanal;Teorica;Arilson da Silva Favareto;Bacharelado em Ciencia e Tecnologia
BC0603;Ciencia Tecnologia e Sociedade;B;Diurno;Sao Bernardo do Campo;Quinta-feira;10:00;12:00;A2-S101-SB;quinzenal I;Teorica;Arilson da Silva Favareto;Bacharelado em Ciencia e Tecnologia
BC0603;Ciencia Tecnologia e Sociedade;B;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A1-S201-SB;semanal;Teorica;Elias David Morales Martinez;Bacharelado em Ciencia e Tecnologia
BC0603;Ciencia Tecnologia e Sociedade;B;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A2-S101-SB;quinzenal I;Teorica;Elias David Morales Martinez;Bacharelado em Ciencia e Tecnologia
BC0506;Comunicacao e Redes;A;Diurno;Sao Bernardo do Campo;Segunda-feira;10:00;12:00;A2-S101-SB;semanal;Teorica;Aline de Oliveira Neves Panazio;Bacharelado em Ciencia da Computacao
BC0506;Comunicacao e Redes;A;Diurno;Sao Bernardo do Campo;Quarta-feira;08:00;10:00;A2-S101-SB;quinzenal I;Teorica;Aline de Oliveira Neves Panazio;Bacharelado em Ciencia da Computacao
BC0506;Comunicacao e Redes;A;Noturno;Sao Bernardo do Campo;Segunda-feira;21:00;23:00;A2-S101-SB;semanal;Teorica;Marina Sparvoli de Medeiros;Bacharelado em Ciencia da Computacao
BC0506;Comunicacao e Redes;A;Noturno;Sao Bernardo do Campo;Quarta-feira;19:00;21:00;A2-S101-SB;quinzenal I;Teorica;Marina Sparvoli de Medeiros;Bacharelado em Ciencia da Computacao
BC0207;Energia: Origens Conversao e Uso;A;Diurno;Sao Bernardo do Campo;Terca-feira;10:00;12:00;A2-S106-SB;semanal;Teorica;Flavia Camargo Alves Figueiredo;Bacharelado em Ciencia e Tecnologia
BC0207;Energia: Origens Conversao e Uso;A;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A2-S104-SB;semanal;Teorica;Flavia Camargo Alves Figueiredo;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;A;Diurno;Sao Bernardo do Campo;Terca-feira;10:00;11:30;A1-S203-SB;semanal;Teorica;Gustavo Morari do Nascimento;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;A;Diurno;Sao Bernardo do Campo;Quinta-feira;08:30;10:00;A1-S203-SB;semanal;Teorica;Gustavo Morari do Nascimento;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;A;Noturno;Sao Bernardo do Campo;Terca-feira;19:30;21:00;A1-S203-SB;semanal;Teorica;Gustavo Morari do Nascimento;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;A;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;22:30;A1-S203-SB;semanal;Teorica;Gustavo Morari do Nascimento;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;B;Diurno;Sao Bernardo do Campo;Terca-feira;08:30;10:00;A1-S203-SB;semanal;Teorica;Marcelo Oliveira da Costa Pires;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;B;Diurno;Sao Bernardo do Campo;Quinta-feira;10:00;11:30;A1-S203-SB;semanal;Teorica;Marcelo Oliveira da Costa Pires;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;B;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;22:30;A1-S203-SB;semanal;Teorica;Wagner Alves Carvalho;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;B;Noturno;Sao Bernardo do Campo;Quinta-feira;19:30;21:00;A1-S203-SB;semanal;Teorica;Wagner Alves Carvalho;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;C;Noturno;Sao Bernardo do Campo;Terca-feira;19:30;21:00;A1-S204-SB;semanal;Teorica;Wagner Alves Carvalho;Bacharelado em Ciencia e Tecnologia
BC0102;Estrutura da Materia;C;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;22:30;A1-S204-SB;semanal;Teorica;Wagner Alves Carvalho;Bacharelado em Ciencia e Tecnologia
BC0602;Estrutura e Dinamica Social;A;Diurno;Sao Bernardo do Campo;Terca-feira;08:00;10:00;A1-S201-SB;semanal;Teorica;Camila Caldeira Nunes Dias;Bacharelado em Ciencia e Tecnologia
BC0602;Estrutura e Dinamica Social;A;Diurno;Sao Bernardo do Campo;Quinta-feira;08:00;10:00;A1-S202-SB;quinzenal I;Teorica;Camila Caldeira Nunes Dias;Bacharelado em Ciencia e Tecnologia
BC0602;Estrutura e Dinamica Social;A;Noturno;Sao Bernardo do Campo;Terca-feira;19:00;21:00;A1-S201-SB;semanal;Teorica;Alan Vendrame;Bacharelado em Ciencia e Tecnologia
BC0602;Estrutura e Dinamica Social;A;Noturno;Sao Bernardo do Campo;Quinta-feira;19:00;21:00;A1-S202-SB;quinzenal I;Teorica;Alan Vendrame;Bacharelado em Ciencia e Tecnologia
BC0602;Estrutura e Dinamica Social;B;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A1-S202-SB;semanal;Teorica;Julia Bertino Moreira;Bacharelado em Ciencia e Tecnologia
BC0602;Estrutura e Dinamica Social;B;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A1-S201-SB;quinzenal I;Teorica;Julia Bertino Moreira;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A1;Diurno;Sao Bernardo do Campo;Terca-feira;16:00;18:00;A2-S105-SB;semanal;Teorica;Antonio Alvaro Ranha Neves;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A1;Diurno;Sao Bernardo do Campo;Quinta-feira;16:00;18:00;A2-S105-SB;semanal;Teorica;Antonio Alvaro Ranha Neves;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A1;Diurno;Sao Bernardo do Campo;Terca-feira;14:00;16:00;A1-L303-SB;quinzenal I;Pratica;Antonio Alvaro Ranha Neves;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A1;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A2-S105-SB;semanal;Teorica;Gustavo Michel Mendoza La Torre;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A1;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A2-S105-SB;semanal;Teorica;Gustavo Michel Mendoza La Torre;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A1;Noturno;Sao Bernardo do Campo;Terca-feira;19:00;21:00;A1-L303-SB;quinzenal I;Pratica;Breno Arsioli Moura;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A2;Diurno;Sao Bernardo do Campo;Terca-feira;16:00;18:00;A2-S105-SB;semanal;Teorica;Antonio Alvaro Ranha Neves;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A2;Diurno;Sao Bernardo do Campo;Quinta-feira;16:00;18:00;A2-S105-SB;semanal;Teorica;Antonio Alvaro Ranha Neves;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A2;Diurno;Sao Bernardo do Campo;Terca-feira;14:00;16:00;A1-L303-SB;quinzenal II;Pratica;Antonio Alvaro Ranha Neves ;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A2;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A2-S105-SB;semanal;Teorica;Gustavo Michel Mendoza La Torre;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A2;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A2-S105-SB;semanal;Teorica;Gustavo Michel Mendoza La Torre;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A2;Noturno;Sao Bernardo do Campo;Terca-feira;19:00;21:00;A1-L303-SB;quinzenal II;Pratica;Breno Arsioli Moura;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A3;Diurno;Sao Bernardo do Campo;Terca-feira;16:00;18:00;A2-S105-SB;semanal;Teorica;Antonio Alvaro Ranha Neves;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A3;Diurno;Sao Bernardo do Campo;Quinta-feira;16:00;18:00;A2-S105-SB;semanal;Teorica;Antonio Alvaro Ranha Neves;Bacharelado em Ciencia e Tecnologia
BC0208;Fenomenos Mecanicos;A3;Diurno;Sao Bernardo do Campo;Terca-feira;14:00;16:00;A1-L304-SB;quinzenal I;Pratica;Marcelo Zanotello;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Diurno;Sao Bernardo do Campo;Terca-feira;10:00;12:00;A2-S101-SB;semanal;Teorica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Diurno;Sao Bernardo do Campo;Quinta-feira;08:00;10:00;A2-S101-SB;quinzenal II;Teorica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Diurno;Sao Bernardo do Campo;Quinta-feira;10:00;12:00;A1-L303-SB;quinzenal I;Pratica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A2-S101-SB;semanal;Teorica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Noturno;Sao Bernardo do Campo;Quinta-feira;19:00;21:00;A2-S101-SB;quinzenal II;Teorica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A1;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A1-L303-SB;quinzenal I;Pratica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Diurno;Sao Bernardo do Campo;Terca-feira;10:00;12:00;A2-S101-SB;semanal;Teorica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Diurno;Sao Bernardo do Campo;Quinta-feira;08:00;10:00;A2-S101-SB;quinzenal II;Teorica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Diurno;Sao Bernardo do Campo;Quinta-feira;10:00;12:00;A1-L303-SB;quinzenal II;Pratica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A2-S101-SB;semanal;Teorica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Noturno;Sao Bernardo do Campo;Quinta-feira;19:00;21:00;A2-S101-SB;quinzenal II;Teorica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A2;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A1-L303-SB;quinzenal II;Pratica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Diurno;Sao Bernardo do Campo;Terca-feira;10:00;12:00;A2-S101-SB;semanal;Teorica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Diurno;Sao Bernardo do Campo;Quinta-feira;08:00;10:00;A2-S101-SB;quinzenal II;Teorica;Romarly Fernandes da Costa;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Diurno;Sao Bernardo do Campo;Quinta-feira;10:00;12:00;A1-L304-SB;quinzenal I;Pratica;Luciano Soares da Cruz;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Noturno;Sao Bernardo do Campo;Terca-feira;21:00;23:00;A2-S101-SB;semanal;Teorica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Noturno;Sao Bernardo do Campo;Quinta-feira;19:00;21:00;A2-S101-SB;quinzenal II;Teorica;German Lugones;Bacharelado em Ciencia e Tecnologia
BC0205;Fenomenos Termicos;A3;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A1-L304-SB;quinzenal I;Pratica;Jean Jacques Bonvent;Bacharelado em Ciencia e Tecnologia
BC0103;Fisica Quantica;A;Noturno;Sao Bernardo do Campo;Terca-feira;19:00;21:00;A2-S106-SB;semanal;Teorica;Marcos de Abreu Avila;Bacharelado em Ciencia e Tecnologia
BC0103;Fisica Quantica;A;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A2-S106-SB;quinzenal II;Teorica;Marcos de Abreu Avila;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Diurno;Sao Bernardo do Campo;Segunda-feira;08:00;10:00;A2-S105-SB;semanal;Teorica;Marina Sparvoli de Medeiros;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Diurno;Sao Bernardo do Campo;Quarta-feira;10:00;12:00;A2-S105-SB;semanal;Teorica;Marina Sparvoli de Medeiros;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Noturno;Sao Bernardo do Campo;Segunda-feira;19:00;21:00;A2-S105-SB;semanal;Teorica;Fabiano Gustavo Braga Brito;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;A;Noturno;Sao Bernardo do Campo;Quarta-feira;21:00;23:00;A2-S105-SB;semanal;Teorica;Fabiano Gustavo Braga Brito;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;B;Noturno;Sao Bernardo do Campo;Segunda-feira;21:00;23:00;A2-S104-SB;semanal;Teorica;Fabiano Gustavo Braga Brito;Bacharelado em Ciencia e Tecnologia
BC0402;Funcoes de Uma Variavel;B;Noturno;Sao Bernardo do Campo;Quarta-feira;19:00;21:00;A1-S201-SB;semanal;Teorica;Fabiano Gustavo Braga Brito;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A;Diurno;Sao Bernardo do Campo;Segunda-feira;08:00;10:00;A2-S101-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A;Diurno;Sao Bernardo do Campo;Quarta-feira;10:00;12:00;A2-S101-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A;Noturno;Sao Bernardo do Campo;Segunda-feira;19:00;21:00;A2-S101-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;A;Noturno;Sao Bernardo do Campo;Quarta-feira;21:00;23:00;A2-S101-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;B;Diurno;Sao Bernardo do Campo;Segunda-feira;10:00;12:00;A2-S102-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;B;Diurno;Sao Bernardo do Campo;Quarta-feira;08:00;10:00;A2-S102-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;B;Noturno;Sao Bernardo do Campo;Segunda-feira;21:00;23:00;A2-S102-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0407;Funcoes de Varias Variaveis;B;Noturno;Sao Bernardo do Campo;Quarta-feira;19:00;21:00;A2-S102-SB;semanal;Teorica;Alexandr Kornev;Bacharelado em Ciencia e Tecnologia
BC0404;Geometria Analitica;A;Noturno;Sao Bernardo do Campo;Segunda-feira;19:00;21:00;A1-S206-SB;semanal;Teorica;Bruno Learth Soares;Bacharelado em Ciencia e Tecnologia
BC0404;Geometria Analitica;A;Noturno;Sao Bernardo do Campo;Quarta-feira;21:00;23:00;A1-S206-SB;quinzenal I;Teorica;Bruno Learth Soares;Bacharelado em Ciencia e Tecnologia
BC0104;Interacoes Atomicas e Moleculares;A;Diurno;Sao Bernardo do Campo;Segunda-feira;10:00;12:00;A1-S201-SB;quinzenal I;Teorica;Luciano Soares da Cruz;Bacharelado em Ciencia e Tecnologia
BC0104;Interacoes Atomicas e Moleculares;A;Diurno;Sao Bernardo do Campo;Quinta-feira;08:00;10:00;A1-S201-SB;semanal;Teorica;Luciano Soares da Cruz;Bacharelado em Ciencia e Tecnologia
BC0104;Interacoes Atomicas e Moleculares;A;Noturno;Sao Bernardo do Campo;Segunda-feira;21:00;23:00;A1-S201-SB;quinzenal I;Teorica;Ronei Miotto;Bacharelado em Ciencia e Tecnologia
BC0104;Interacoes Atomicas e Moleculares;A;Noturno;Sao Bernardo do Campo;Quinta-feira;19:00;21:00;A1-S201-SB;semanal;Teorica;Ronei Miotto;Bacharelado em Ciencia e Tecnologia
BC0104;Interacoes Atomicas e Moleculares;B;Noturno;Sao Bernardo do Campo;Segunda-feira;19:00;21:00;A1-S202-SB;quinzenal I;Teorica;Ronei Miotto;Bacharelado em Ciencia e Tecnologia
BC0104;Interacoes Atomicas e Moleculares;B;Noturno;Sao Bernardo do Campo;Quinta-feira;21:00;23:00;A1-S202-SB;semanal;Teorica;Ronei Miotto;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A1;Diurno;Sao Bernardo do Campo;Segunda-feira;08:30;10:00;A1-S204-SB;semanal;Teorica;Andre Ricardo Oliveira da Fonseca;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A1;Diurno;Sao Bernardo do Campo;Quarta-feira;10:00;11:30;A1-S204-SB;semanal;Teorica;Andre Ricardo Oliveira da Fonseca;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A1;Noturno;Sao Bernardo do Campo;Segunda-feira;21:00;22:30;A1-S204-SB;semanal;Teorica;Marcelo Salvador Caetano;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A1;Noturno;Sao Bernardo do Campo;Quarta-feira;19:30;21:00;A1-S204-SB;semanal;Teorica;Marcelo Salvador Caetano;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A2;Diurno;Sao Bernardo do Campo;Segunda-feira;08:30;10:00;A2-S103-SB;semanal;Teorica;Daniel Morgato Martin;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A2;Diurno;Sao Bernardo do Campo;Quarta-feira;10:00;11:30;A2-S103-SB;semanal;Teorica;Daniel Morgato Martin;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A2;Noturno;Sao Bernardo do Campo;Segunda-feira;21:00;22:30;A2-S103-SB;semanal;Teorica;Antonio Sergio Munhoz;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A2;Noturno;Sao Bernardo do Campo;Quarta-feira;19:30;21:00;A2-S103-SB;semanal;Teorica;Antonio Sergio Munhoz;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A;Noturno;Sao Bernardo do Campo;Segunda-feira;19:30;21:00;A2-S106-SB;semanal;Teorica;Antonio Sergio Munhoz;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;A;Noturno;Sao Bernardo do Campo;Quarta-feira;21:00;22:30;A2-S106-SB;semanal;Teorica;Antonio Sergio Munhoz;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;B;Diurno;Sao Bernardo do Campo;Segunda-feira;10:00;11:30;A2-S103-SB;semanal;Teorica;Daniel Morgato Martin;Bacharelado em Ciencia e Tecnologia
BC0406;Introducao a Probabilidade e a Estatistica;B;Diurno;Sao Bernardo do Campo;Quarta-feira;08:30;10:00;A2-S103-SB;semanal;Teorica;Daniel Morgato Martin;Bacharelado em Ciencia e Tecnologia
BC0405;Introducao as Equacoes Diferenciais Ordinarias;A;Diurno;Sao Bernardo do Campo;Segunda-feira;10:00;12:00;A1-S202-SB;semanal;Teorica;Vinicius Cifu Lopes;Bacharelado em Ciencia e Tecnologia
BC0405;Introducao as Equacoes Diferenciais Ordinarias;A;Diurno;Sao Bernardo do Campo;Quarta-feira;08:00;10:00;A1-S202-SB;semanal;Teorica;Vinicius Cifu Lopes;Bacharelado em Ciencia e Tecnologia
BC0405;Introducao as Equacoes Diferenciais Ordinarias;A;Noturno;Sao Bernardo do Campo;Segunda-feira;19:00;21:00;A2-S104-SB;semanal;Teorica;Vinicius Cifu Lopes;Bacharelado em Ciencia e Tecnologia
BC0405;Introducao as Equacoes Diferenciais Ordinarias;A;Noturno;Sao Bernardo do Campo;Quarta-feira;21:00;23:00;A2-S104-SB;semanal;Teorica;Vinicius Cifu Lopes;Bacharelado em Ciencia e Tecnologia
BC0504;Natureza da Informacao;A;Diurno;Sao Bernardo do Campo;Segunda-feira;10:00;12:00;A2-S105-SB;semanal;Teorica;Raphael Yokoingawa de Camargo;Bacharelado em Ciencia e Tecnologia
BC0504;Natureza da Informacao;A;Diurno;Sao Bernardo do Campo;Quarta-feira;08:00;10:00;A2-S105-SB;quinzenal II;Teorica;Raphael Yokoingawa de Camargo;Bacharelado em Ciencia e Tecnologia
BC0304;Origem da Vida e Diversidade dos Seres Vivos;A;Noturno;Sao Bernardo do Campo;Quarta-feira;19:00;21:00;A2-S104-SB;quinzenal I;Teorica;Arnaldo Rodrigues dos Santos Junior;Bacharelado em Ciencia e Tecnologia
BC0304;Origem da Vida e Diversidade dos Seres Vivos;A;Noturno;Sao Bernardo do Campo;Sexta-feira;19:00;21:00;A2-S104-SB;semanal;Teorica;Arnaldo Rodrigues dos Santos Junior;Bacharelado em Ciencia e Tecnologia
BC0002;Projeto Dirigido;A;Diurno;Sao Bernardo do Campo;Quarta-feira;08:00;10:00;A1-S201-SB;semanal;Pratica;Cristiane Otero Reis Salum;Bacharelado em Ciencia da Computacao
BC0002;Projeto Dirigido;A;Noturno;Sao Bernardo do Campo;Quarta-feira;19:00;21:00;A1-S202-SB;semanal;Pratica;Paula Ayako Tiba;Bacharelado em Ciencia da Computacao
BC0002;Projeto Dirigido;B;Diurno;Sao Bernardo do Campo;Segunda-feira;14:00;16:00;A2-S202-SB;semanal;Pratica;Silvia Cristina Dotta ;Bacharelado em Ciencia da Computacao
BC0002;Projeto Dirigido;B;Noturno;Sao Bernardo do Campo;Segunda-feira;17:00;19:00;A2-S202-SB;semanal;Pratica;Silvia Cristina Dotta;Bacharelado em Ciencia da Computacao
BC0002;Projeto Dirigido;C;Diurno;Sao Bernardo do Campo;Quinta-feira;14:00;16:00;A2-S202-SB;semanal;Pratica;Cristiane Otero Reis Salum;Bacharelado em Ciencia da Computacao
BC0002;Projeto Dirigido;C;Noturno;Sao Bernardo do Campo;Sabado;10:00;12:00;A2-S202-SB;semanal;Pratica;Silvia Cristina Dotta;Bacharelado em Ciencia da Computacao
BC0306;Transformacoes nos Seres Vivos e Ambiente;A;Diurno;Sao Bernardo do Campo;Quarta-feira;08:00;10:00;A2-S104-SB;quinzenal I;Teorica;Gustavo Muniz Dias;Bacharelado em Ciencia e Tecnologia
